"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q41","Q42","Q43","Q44","Q45","Obs","Exp","habilidade","se.z1","respostas","Ocorrência","alunos_id_string" 
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,-1.2352987141524,0.698255782890551,"00000000000000000000000000000000100000011101",1,"210055972955"
"3967",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.23265338416362,0.581519543775384,"00100000000000000010100100010000000000000000",1,"210055022448"
"4600",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-1.23225968050852,0.625419651331509,"01000000000000001000000000011000011000000000",1,"210055635960"
"7272",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-1.23201532075876,0.602070232966745,"10000000000011101101010000000101001001001000",1,"210057988206"
"1154",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.2310984260324,0.601681104752743,"00000100000000000100101000000000001000000000",1,"210054977648"
"4020",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.002,-1.2303982269605,0.587426121327721,"00100000100000000000000000000000001000000000",1,"210056884488"
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.2302219390762,0.605909529472705,"00000000010000100000100010001000000001000000",1,"210055645249"
"7476",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,-1.22960919301317,0.59738391053898,"10000100000000001100010001000000000110010100",1,"210057738752"
"2205",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,-1.22865431906093,0.683231183460415,"00001000000100000000000000001000000001000101",1,"210057353704"
"155",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,-1.22684434527911,0.631357899229634,"00000000000010100000000100000110000101001100",1,"210058013729"
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,-1.22674300305249,0.617012166984328,"00000000000000011000001000001000000000101110",1,"210055345821"
"3090",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.22619361825389,0.635461590116395,"00010010010001010000000000000010000000000100",1,"210057313285"
"7295",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.22608800402206,0.578691461463079,"10000000010000001101000100010001000100000000",1,"210056632815"
"2005",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-1.2255647610927,0.58984504972716,"00000110000000001100110001000000001011000000",1,"210055093241"
"2727",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,-1.22443208600834,0.719489020842594,"00010000000100000000000011000000100001000001",1,"210055004990"
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-1.22412618672882,0.659290670825961,"00000000000001000100000101110110001011000000",1,"210055619437"
"4392",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,-1.22402707588596,0.606427137136289,"00110000010000000001100010000100001100001100",1,"210055432361"
"7412",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,-1.22216498929207,0.643608612512453,"10000001010100000000000000000000011101001100",1,"210057826600"
"4245",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.22182148092546,0.599440281524989,"00100110000010000000100001000001010100000000",1,"210056659505"
"7770",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.22114089248275,0.649199969603379,"10010000000000100000001001001000000100010000",1,"210055051244"
"3154",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,-1.22090505397045,0.638769594535743,"00010100000000000000001000000000010001000011",1,"210056899809"
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,-1.22084053690429,0.644877827828285,"00000000000000000000010100011000001001000001",1,"210057721840"
"136",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,-1.21918913940096,0.685082942397431,"00000000000010000000010110100001101001000100",1,"210055504298"
"3983",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.2184098009245,0.570681284429708,"00100000000010100010100000000001000001000000",1,"210057813358"
"4111",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,-1.21735756852291,0.662481973872551,"00100011000000000000000000000001001010000010",1,"210055436813"
"362",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.004,-1.21719692609178,0.587697815141543,"00000000100000000000000000000000000000001001",1,"210056548408"
"8093",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-1.21639695344152,0.590579695570573,"11000000010000001000000000010100000001000100",1,"210057734920"
"968",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1.21600597482104,0.602865884264102,"00000010000000000000000000010101000000000101",1,"210057339652"
"572",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,-1.21585440029909,0.567145797070546,"00000000100100001000100000100000011010000000",1,"210055512865"
"5511",0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,-1.21585257690662,0.664921373704739,"01001010000001001100010011000100000001010100",1,"210056935208"
"531",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.001,-1.21530787126053,0.565665058107101,"00000000100010001000000000000000000000000010",1,"210055556821"
"405",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-1.21469252973948,0.577148579010241,"00000000100000000100000010000000001001000010",1,"210057120297"
"425",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.001,-1.21456000891574,0.566116054739456,"00000000100000001001000000000000001000000000",1,"210055523575"
"7448",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-1.2143506661184,0.589992671253868,"10000010100000000000000010000000001010000001",1,"210057818067"
"5015",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.21275193013706,0.600273632777597,"01000100010000001100000000000000000000000010",1,"210055641765"
"448",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,-1.21165403065185,0.578452670590639,"00000000100000100000000000000000001000010010",1,"210055362629"
"2684",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,-1.21112550865921,0.650093651113387,"00010000000000000000001001000010010110000101",1,"210057344212"
"1232",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,-1.21094844099461,0.616074334120096,"00000100000101000000000000010000000011000110",1,"210058024403"
"490",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.21035024649771,0.593756005974297,"00000000100001000001000100000000000000100000",1,"210056581630"
"7257",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.21006936829128,0.574225650999671,"10000000000000111110000000000100010000000000",1,"210056783566"
"7440",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.20962490650041,0.599210921795657,"10000010000110000010011100000010000000000000",1,"210057362864"
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-1.20926146289806,0.633255442368451,"00000000000000000100001001001100000100001000",1,"210057792994"
"2697",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.20890556766466,0.656081305710686,"00010000000000010000010110000110000000000001",1,"210057791994"
"2708",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-1.20872087801208,0.665354189183533,"00010000000001000001010000000110001010000001",1,"210057342256"
"176",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,-1.20865105114227,0.599845455806652,"00000000000100100010000000001000000101000010",1,"210055638131"
"129",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.001,-1.20787454921783,0.699722239565259,"00000000000010000000000000000100100000000001",1,"210057380489"
"7247",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.20781098538105,0.615046775220329,"10000000000000000100100000001100000000000000",1,"210056650395"
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,-1.20770503771262,0.631311604926583,"00000000000000100000010001001001000100101001",1,"210054837895"
"1183",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.20553408429531,0.619080213412762,"00000100000001000000011011010000000000000000",1,"210055138217"
"92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,-1.20524141108413,0.625334488773239,"00000000000000101000000110001000000100001110",1,"210055996869"
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,-1.20517045597238,0.643659613950318,"00000000000000001010000000100000101000100000",1,"210057369512"
"5536",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1.20516019999302,0.672586875852993,"01001100000000100100000001000000000110000000",1,"210055513067"
"165",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,-1.20500500351701,0.643716257965603,"00000000000011000001110000110010000001000101",1,"210055497079"
"1235",0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-1.20426859023693,0.609321019524949,"00000100000110100100100111000000001001010000",1,"210055216014"
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,-1.20419927924075,0.628601305395929,"00000000000000001000000000001010011010010000",1,"210057369621"
"4432",0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,-1.20396910857326,0.648674376722723,"00110100000110100000000100000000000001011000",1,"210055324146"
"2718",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,-1.20376471520733,0.603628225432877,"00010000000010000100000000010101001010001010",1,"210057559106"
"5776",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.20343146812894,0.616935938655052,"01010000000000000000110010000011001000000000",1,"210055002750"
"116",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1.20331896929915,0.61797160865116,"00000000000001000100100100000011000110000000",1,"210057815778"
"7296",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,-1.20245184402537,0.589171868965293,"10000000010000111000000000000011001100010010",1,"210057112894"
"363",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.002,-1.20214282632637,0.572679242092413,"00000000100000000000000000000000001000001100",1,"210056920885"
"4620",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.2019177920856,0.632396953979955,"01000000000010000000010000000111000000000001",1,"210057329028"
"4384",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,-1.20158089972204,0.623471825318724,"00110000000001101000000001000001000010000110",1,"210054999454"
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.20119305309924,0.574821743658769,"00000000000000111010001001000100001010000000",1,"210055438152"
"2009",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,-1.20078964295253,0.647916347107035,"00000110000000100101000011100010010000101000",1,"210055301019"
"138",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.2007443686314,0.663286051565109,"00000000000010000000100000000100100100010000",1,"210055353576"
"863",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,-1.20052249021456,0.669040785701618,"00000001000001101000000001000000001000001010",1,"210055679708"
"4021",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.19931076324154,0.592929150710001,"00100000100000000000000101000000000000001000",1,"210057768904"
"520",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.1990990290162,0.574400026444365,"00000000100010000000011000000000000010000000",1,"210057698749"
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,-1.19845641392993,0.583543653548607,"00000000000000001010010000001000001011100000",1,"210057749868"
"7768",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-1.19838689635268,0.638895290385732,"10010000000000001100000101001000001101000000",1,"210055600465"
"7252",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1.19822550794805,0.612852032180038,"10000000000000100000000000001001000000000110",1,"210056537789"
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,-1.19803220471203,0.617765742610087,"00000000010001001100010000001000010010011000",1,"210057669025"
"7804",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,-1.19673973659957,0.587314675094459,"10010000100010010000100001100000000100001010",1,"210054905937"
"119",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,-1.19659022431155,0.63513912236041,"00000000000001001001000110011000001101100000",1,"210055552316"
"1328",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,-1.19612766669742,0.581702341284523,"00000100010010000001000000000001000101000110",1,"210057175851"
"2018",0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,-1.19554884679311,0.639052210766083,"00000110000110010000010000000010010100000001",1,"210056975175"
"4614",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,-1.19419921039456,0.715908068779585,"01000000000001000000100111000000100010001010",1,"210055713349"
"132",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-1.19379744872162,0.699966286883028,"00000000000010000000000001000010100100001000",1,"210055455541"
"5783",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,-1.19333537527074,0.733937665438794,"01010000000001000000001100101000001000100001",1,"210057825980"
"417",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.19126672891477,0.570760700474344,"00000000100000001000000110000000000100000000",1,"210057795371"
"320",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,-1.1911920559046,0.610465689490708,"00000000010010000000000011001100000000001110",1,"210055636401"
"7764",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.19056735817974,0.626184409266727,"10010000000000000000010000010110001100000000",1,"210057560619"
"3097",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.18995503751998,0.586301843828228,"00010010100000000001000001000000000000000010",1,"210057479754"
"974",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.1889404598813,0.646819970900948,"00000010000000000001001001001010001000000000",1,"210055509335"
"3977",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,-1.18807276150028,0.633812216425855,"00100000000001000010000000000010001011001011",1,"210055432334"
"4688",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,-1.18777451686348,0.575885176651817,"01000000100000000000100001000000001111000010",1,"210056463262"
"7298",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.18667493619753,0.555594091931431,"10000000010010000110100010010000000000000000",1,"210056904027"
"979",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,-1.18657344633586,0.569445956945358,"00000010000000001010110000000010011001000000",1,"210055535918"
"7672",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,-1.18583559933703,0.669423967952453,"10001000000000010000010000001001001011000001",1,"210055595130"
"2776",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.18501969747504,0.628611114406717,"00010000010001001000000000001000000000010000",1,"210057347953"
"4687",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.002,-1.18439950350405,0.574403180465417,"01000000100000000000100000000000001000000000",1,"210057832997"
"8337",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,-1.18399761223867,0.63784293318979,"11010000000001001000000010000011000011011010",1,"210055483505"
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1.18363600527761,0.636147887434692,"00000000000000000000010001001010010100011100",1,"210055010768"
"332",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,-1.1836130172488,0.608111370826893,"00000000010010101100000000001000010110100000",1,"210055651955"
"2324",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.18344682569949,0.736028526719278,"00001001000001000100000000000000000000000000",1,"210057761645"
"1225",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,-1.18312962426879,0.621449966127384,"00000100000011001000100100000000001100010001",1,"210056107586"
"1025",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,-1.18268959054566,0.595436731400368,"00000010100000000000000100000000010001001001",1,"210055058661"
"3965",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,-1.18263294113265,0.636416158733839,"00100000000000000000000000011100000101100000",1,"210057314623"
