"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q41","Q42","Q43","Q44","Q45","Obs","Exp","habilidade","se.z1","respostas","Ocorrência","alunos_id_string" 
"4942",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,-0.979691848520298,0.661213806413272,"01110000000000000000011000000000001101001000",1,"210057594431"
"4899",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,-0.979688017576544,0.677122421161513,"01101000000100000000000101000100010111000010",1,"210056744723"
"5734",1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.978750238906949,0.632936344500519,"10011000000110011000000000000000010000100000",1,"210055001806"
"2281",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.977536353773056,0.649785725609506,"00010000000000010000000000010001001010000000",1,"210056550239"
"3526",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.977436290905858,0.768925892736141,"00110001000000000000001001000000000000000000",1,"210057710747"
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.004,-0.977351695060527,0.682963884359436,"00000000000000000000000000011000000010000000",1,"210056370938"
"3299",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-0.97599962908489,0.719479367305187,"00100001000000000000000000000010000101010000",1,"210057649639"
"4805",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.975990832320542,0.736962406281522,"01100000000000000000100001001000000000000001",1,"210058011486"
"186",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,-0.975369482873233,0.62780658411775,"00000000000001101000100000000000001000010001",1,"210054907316"
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,-0.975200021708967,0.65370751107558,"00000000000000000000000001000101001101000001",1,"210056202955"
"884",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,-0.974221674652065,0.693256481897312,"00000001000010001000000100000000000011000100",1,"210055194725"
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,-0.97402430423643,0.621192460331872,"00000000000000000001000000000100010100000100",1,"210055183382"
"5747",1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.972530872812281,0.661261738033824,"10011010000000100000000010000001001000000000",1,"210056514131"
"3219",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,-0.971899262108999,0.694419048413461,"00100000000010100000000000001000000000000000",1,"210055235976"
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.971808650671119,0.630876228154269,"00000000000000000000100000010001000001000100",1,"210057169283"
"3220",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,-0.970068561051934,0.695706070278376,"00100000000010100000000000001000001010011010",1,"210054622063"
"2064",0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.970020338802454,0.616792586588719,"00001010000110010010010110000000000100000000",1,"210057303120"
"169",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.96989409027672,0.610938799593617,"00000000000001000010000000000001001000010000",1,"210057268664"
"1254",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,-0.969529138225986,0.63925533239097,"00000100000010000000000010000000000000000000",1,"210056819213"
"178",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,-0.968981160361696,0.688658036805461,"00000000000001010000000000011000000000000000",1,"210055233202"
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.968889568401916,0.61756276043181,"00000000000000000010000100000000000100000001",1,"210056755727"
"3339",0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,-0.968827090827824,0.802584938847852,"00100011000001000000000000101000000001100001",1,"210054661883"
"3654",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.968753979518371,0.693133728461089,"01000000000000100101011001000000000000001010",1,"210056570779"
"3649",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.967858013362957,0.73606092308231,"01000000000000010000010101000011000001000100",1,"210054722634"
"118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.96730449809647,0.612412282302083,"00000000000000011000111000000000001000010000",1,"210056374644"
"1175",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.004,-0.966599052374888,0.63938874856592,"00000100000000000000010000000000001000000000",1,"210056850519"
"133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.966157035154147,0.742698955022406,"00000000000000100000100000100000100000100000",1,"210054810395"
"864",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.965468879799372,0.732494992043466,"00000001000000000000000000000010000001000100",1,"210057606412"
"5314",1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.962493170066724,0.6920310660397,"10000010100110000001000011000000000001000000",1,"210055167686"
"202",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,-0.96170635591096,0.664268621705956,"00000000000010000000100010001000000000000000",1,"210056822816"
"1918",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,-0.961679298632411,0.716327157666662,"00001000000000110000010010100011000101010101",1,"210054820374"
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.961454404583408,0.663902077289813,"00000000000100001000000000001000000000010000",1,"210056744689"
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,-0.96019369116397,0.645511047289211,"00000000000001000000001010010001000100010001",1,"210057148517"
"162",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,-0.959237245904658,0.671542514229585,"00000000000001000000001000000010001100001011",1,"210054716824"
"3202",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,-0.957806768655949,0.703280726150765,"00100000000000100000000000001000000011000011",1,"210055549000"
"3932",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,-0.957241562635042,0.637531763188957,"01000010000011001000000100010000001010101000",1,"210054755239"
"3648",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-0.957156803100531,0.677035585704481,"01000000000000010000000100000011001001010000",1,"210054805679"
"2306",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,-0.956382111102671,0.669217843926528,"00010000000010000000000010000010001101000000",1,"210054769086"
"5156",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,-0.956321517083181,0.737050278869567,"10000000010001001000000000100000100100001001",1,"210057682984"
"2312",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,-0.95542636665551,0.650029204142064,"00010000000010000100000000000000000110011001",1,"210056797284"
"3641",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.953961005048843,0.653385659211134,"01000000000000000101011000000000000000000100",1,"210054911859"
"3465",0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,-0.952117712191221,0.69808840236454,"00101010000001001000000100110010000010010010",1,"210055218557"
"2256",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,-0.951748935276466,0.734251418289917,"00010000000000000000010001000010000100000111",1,"210056123241"
"2588",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,-0.951336169492413,0.642215759271709,"00010010000000000000100000010000001000000011",1,"210057807606"
"180",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,-0.950585231992111,0.640930898013439,"00000000000001011000010010000010000011100010",1,"210055260686"
"5076",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,-0.950138637121562,0.620165052482511,"10000000000000000001000000000101011001001011",1,"210057210457"
"374",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-0.949588292913433,0.672066550885534,"00000000010000000001000010001000000000010011",1,"210055025875"
"5106",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.949575121237384,0.681703756251354,"10000000000010000000011000001000000000010010",1,"210054937437"
"2057",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.949474782443975,0.670722654463411,"00001010000000001000010000001000001000010000",1,"210057167562"
"3724",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,-0.949470983486133,0.635250157793304,"01000000010000100000001000000000010101000010",1,"210056666455"
"1060",0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.949300241301708,0.627158041967973,"00000010010100110100000000000000000000000000",1,"210056838321"
"5299",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.949023694621462,0.612655608042188,"10000010000101000010001000000000010000000000",1,"210056811124"
"5125",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.948882076434385,0.623676481245266,"10000000000100001000000000100100000010100100",1,"210057244705"
"2372",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,-0.948819901021114,0.620055547119965,"00010000010000001000010000000000000011010000",1,"210057664776"
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.948318940550275,0.650540757565857,"00000000000000000101011100000000000000001001",1,"210056726946"
"216",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.947509210926517,0.602729991447251,"00000000000010001000000000000100001001001000",1,"210055341306"
"247",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.946488986797726,0.690167750993998,"00000000000011100000000000001000000100000000",1,"210057151089"
"1030",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.94581458384698,0.694621639916386,"00000010001000000000000011000000000000000000",1,"210057192232"
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,-0.94577131366417,0.679619421438625,"00000000000001000000000000001001000100001010",1,"210054619613"
"5081",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.001,-0.945326883975677,0.729900574660012,"10000000000000000100000000000000100001000000",1,"210057691436"
"3188",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,-0.944986145548902,0.681433975321888,"00100000000000000000000000011000000101001010",1,"210056714685"
"4011",0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.94487515978241,0.660329517391865,"01000100000101001000000000100000000000000000",1,"210057162578"
"6161",1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.944092990478893,0.650268822770229,"11100100000010000000000000000000000010000000",1,"210055120982"
"5118",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,-0.94290512488759,0.617040158571795,"10000000000010100000000000000100000101010010",1,"210056760900"
"163",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.942802295120296,0.688137980827097,"00000000000001000000001000001000010000010010",1,"210057305532"
"3928",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.942429280540544,0.673325491625797,"01000010000010000000100000001000000000000000",1,"210054720070"
"5896",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.941775275948914,0.673211223597627,"11000000000100011000000000001000000001010000",1,"210056122571"
"1024",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,-0.941700003015372,0.65400761107038,"00000010000100100000000100010001011101000011",1,"210057238721"
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,-0.940722796197229,0.645915134547917,"00000000000000000000001000110100001001000011",1,"210055099458"
"1270",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.940521419786158,0.63833542045667,"00000100000011000000000000000000010100000000",1,"210057645873"
"5096",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.940027505685303,0.688162450180019,"10000000000001000001011010001000000011000000",1,"210056860431"
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.940010125554022,0.615451714891216,"00000000000100000000001000000100000000001000",1,"210057622712"
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.001,-0.938157283224948,0.607809973214569,"00000000000000000000100010000100000000000001",1,"210054937008"
"4392",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.937691063358281,0.655838317769796,"01010000000000000000001010000001010000000000",1,"210057666877"
"5843",1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.937516700727552,0.640178146541218,"10110000010010100000000000000000000100000000",1,"210057257396"
"3221",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.937224524293769,0.742284168916955,"00100000000010100000000001011000001000000010",1,"210055131787"
"124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,-0.93635681107411,0.653564302666713,"00000000000000100000000001010100000000000000",1,"210056239358"
"1164",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,-0.936254668852348,0.639955733527196,"00000100000000000000000000000000010101001001",1,"210054961815"
"5905",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.936229397533622,0.729443720596316,"11000000010010000000000101001000001000000000",1,"210056075399"
"5733",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,-0.936155833278009,0.666436406402286,"10011000000000100000000010010000001100010011",1,"210055105365"
"1901",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,-0.936086306890624,0.724645201114756,"00001000000000000000001001001000001001100010",1,"210057668640"
"4249",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.934995633347073,0.671920824396369,"01001000000000000100000000000010000000000000",1,"210057645890"
"6155",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,-0.934918576196093,0.656738510505078,"11100000000010100000100000000001001011000101",1,"210057224544"
"2300",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,-0.934486343142908,0.644201269273327,"00010000000001001000100000110000001100010000",1,"210055032638"
"883",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,-0.933840854190295,0.690197732322244,"00000001000010000101000010010000011001000000",1,"210054486834"
"4686",0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.933099939226188,0.662564659641299,"01011000000011000100000000000000000100000000",1,"210054704198"
"3243",0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.93306001123778,0.638009604345294,"00100000010101000000000100000001000000100100",1,"210057634140"
"3926",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.932768303291075,0.673792562303409,"01000010000000100000000010000011001001000000",1,"210055074546"
"3653",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.932699647601292,0.640005099452512,"01000000000000100010001000100000001100000000",1,"210054885381"
"5888",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.931913293057707,0.680452267175265,"11000000000001000000100000001000001010000000",1,"210057683755"
"3015",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,-0.931703223194309,0.684135210791764,"00011000000000000100010000110000000111000100",1,"210057142363"
"4825",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,-0.931267789583096,0.779099912334773,"01100000010101000000000001000000100110110000",1,"210056217828"
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.930081996130854,0.73103345497816,"00000000000000000000010011011001000000000001",1,"210054729761"
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.001,-0.929605528189807,0.770348299253213,"00000000000000000000000000000010100001010000",1,"210054670348"
"5101",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.928469382856575,0.646305845964954,"10000000000001001001000000000011001000000010",1,"210056118057"
"2330",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.92817218927779,0.661474175138269,"00010000000100000001000000000010000001100000",1,"210054741204"
"5502",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.926548624927898,0.655884987903383,"10001000000100100000010001000101000001001000",1,"210055184681"
"3970",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-0.926430409040655,0.722261935610578,"01000011000000100000010100000001001010010000",1,"210057688666"
"1017",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.925870054206775,0.616012514317222,"00000010000010000101110000010000000100000000",1,"210057253323"
